,order_id,driver_id
243,120247986503,281291617232
244,120307455509,640306776948
245,120416612314,762099568321
246,120474904608,220114967848
247,120541263513,496568977408
248,120722523315,426514942109
249,120819181717,825144558878
250,120925169519,828521842834
251,120976254607,247669774375
252,120995641711,694550688092
253,121014887505,724471656353
254,121026953904,672784097937
255,121095308014,107997459082
256,121101808417,989830143249
257,121122902819,790101315365
258,121154903120,413411688095
259,121197813717,945340517226
260,121210296709,645818893340
261,121233948108,168712309367
262,121305981814,524563312953
263,121515292014,929413954649
264,121537265711,343094657884
265,121581907080,147595681352
266,121788554114,274391904446
267,121798006106,760564644918
268,121860018301,978579638140
269,121888663606,268888555037
270,122309314505,940499941270
271,122601536180,967284175111
272,122651377310,976904045722
273,122683994307,686869711440
274,122768880710,177100274182
275,122787405805,174095984679
276,122820700304,957625022374
277,122956636810,515500350289
278,123029861617,989373451641
279,123046142314,762157940084
280,123134654410,214780863898
281,123146249120,158508117910
282,123152467040,238000847716
283,123271016912,365038273919
284,123278260600,441390486279
285,123473964417,336979845873
286,123515587706,867643972193
287,123665698814,799956377733
288,123727485190,392227311578
289,123750304207,582723069715
290,123789548060,586098019358
291,123826764003,349574682326
292,123910929913,545867131135
293,124030982416,270966746394
294,124113504405,528251885759
295,124180845111,905593393006
296,124211334502,857984614330
297,124425973302,395645092451
298,124486451913,611944769232
299,124513657711,533925662925
300,124635717807,983712272643
301,124761769415,292371422898
302,124799652060,920620276777
303,124820757917,932629172780
304,124992698517,264088777932
305,125016879030,803077446579
306,125063807302,884006876365
307,125067994060,304208913113
308,125094532906,240584021465
309,125260091700,544398032367
310,125299921209,923945895080
311,125314843513,410723324770
312,125328903602,191370058549
313,125525305804,235440924456
314,125539687508,412411600091
315,125729626401,350475799183
316,125732363115,442838485573
317,125780138080,134140431750
318,125784271008,720819175797
319,125822535309,389818409607
320,125822677112,953182233596
321,125900726805,240799561922
322,125978894040,489730628093
323,126122331809,709210273168
324,126205153611,727747049200
325,126220484817,725655338978
326,126375212215,251816284370
327,126471971518,488126315747
328,126562501200,427220123792
329,126597944616,197531331119
330,126821203718,814514354669
331,126829797609,543963185909
332,126847744703,865429301706
333,126939247904,546296997143
334,126966834704,194698607112
335,126988985512,767139346890
336,127019440100,572543943417
337,127133816309,497910801860
338,127166926112,230113524170
339,127263547902,528251885759
340,127272280204,384854658296
341,127659836310,261440055852
342,127703078403,797045594084
343,127779612200,389707315856
344,127878289500,407009999209
345,127887590050,943977256145
346,127958007419,875059641907
347,128012061140,156319466076
348,128194270010,884006876365
349,128308140515,270089103222
350,128336316009,830349972170
351,128444117604,471437522832
352,128469908708,506563720974
353,128691851011,243461090302
354,128735703000,600606721975
355,128765282717,503417022318
356,128832899301,954449245879
357,128991334901,939532042220
358,129008105604,340664816409
359,129029955217,266650951044
360,129085456307,588124825769
361,129113407719,909449310465
362,129130268004,628702321032
363,129193760700,818702462027
364,129307590006,791073387888
365,129321770200,612814746330
366,129328254208,825598679479
367,129446383412,147658953745
368,129489072703,645622251793
369,129609165313,630408442773
370,129705492406,903048375891
371,129743277401,163086171568
372,129759046217,304208913113
373,129767749517,108881372484
374,129778753209,560307193210
375,129846267819,808180704672
376,129860110015,180106353270
377,130091178208,771009141976
378,130235441614,131587158325
379,130253598211,810122270783
380,130459831014,458865034895
381,130553816060,398825819688
382,130622414910,261834989729
383,130798619619,885860596812
384,130799686612,907125000597
385,130841312413,177327652900
386,130912055214,517098604163
387,130930528812,332958011779
388,130941761502,682465582875
389,130992443519,145321091171
390,131015909012,156730496684
391,131129100406,380228208294
392,131146814203,995402833430
393,131168685601,592641058910
394,131192980719,651400971055
395,131207592218,851384712636
396,131226681715,213881165240
397,131226812013,907141820830
398,131258612515,298436765178
399,131396932307,627157449540
400,131516415614,409336899058
401,131642048607,222134042519
402,131718327606,858770549203
403,131883182914,936243584101
404,131884981510,337047087637
405,131995621508,957625022374
406,132119339815,441323967970
407,132194744030,128355112335
408,132533282200,450655767157
409,132691627619,220461474506
410,132761548810,928638175619
411,132952316706,778988246069
412,133026128090,340671890336
413,133240863405,815941503521
414,133247413318,400233202355
415,133379177618,812506860337
416,133559265801,232596172740
417,133607933418,346309909489
418,133678327710,639582227112
419,133760241013,760565616105
420,133811504419,274410723387
421,133848733406,421743036244
422,133862615616,581698638144
423,133871453713,513507136414
424,133924568210,296810220643
425,134130959713,724956587344
426,134222699413,390965487007
427,134246165818,887595440811
428,134631984710,634773780455
429,134633759804,300704303705
430,134657353915,888084065467
431,134745253519,129508979863
432,134821123913,267767634988
433,134939405214,747070364800
434,135072935012,818702462027
435,135099699080,470666333580
436,135189629504,471209195680
437,135233395113,643032064643
438,135259320513,927948192565
439,135312692405,289852605634
440,135448774715,503099993692
441,135480056216,675144831250
442,135498414010,483198159217
443,135772976707,700816988926
444,135946199312,784172833979
445,135951313313,833077967517
446,135988256502,834824114829
447,136026849003,580550793953
448,136182342510,155723346588
449,136248110619,822755240836
450,136278184612,806235526219
451,136361942702,406682141197
452,136564750700,286883814006
453,136960514410,829527837408
454,136968810312,404476388660
455,136986703011,662368962834
456,137032186805,952931536932
457,137127102609,467981093943
458,137190170402,146119196692
459,137301912518,760547583171
460,137473013308,324851085503
461,137582182307,894294816378
462,137669980201,931669999340
463,137815279901,400160952525
464,137881379619,888967347266
465,137884376916,521489841954
466,137913960915,584315313424
467,138036341805,860855283580
468,138125658000,459426419070
469,138334819014,127279233329
470,138423945501,602535927278
471,138426381819,995802509269
472,138869505103,837504821833
473,139015684012,314310756218
474,139348763507,641923451984
475,139374287711,315002307675
476,139430048615,346142163129
477,139449754700,771518162245
478,139731295816,588514433046
479,139791678601,597846892816
480,139913681100,934144689713
481,139921473018,314633649415
482,139991223900,769499642388
483,140192951719,869747813168
484,140314561216,212125361605
485,140334225310,941313476277
486,140346093109,427419234040
487,140507914602,101563653512
488,140531135314,849589442410
489,140589181413,761377435190
490,140675529716,174095984679
491,140694003002,406734202853
492,140824439902,218145185534
493,140860671412,296006164700
494,141009321302,232035495338
495,141026686080,140602329510
496,141054836415,407009999209
497,141139419411,799405813411
498,141146448003,498576189494
499,141165533508,559428111338
500,141262590050,890200738607
501,141292447313,219694189431
502,141358047402,884855887500
503,141384323808,273978697271
504,141432776902,740289568370
505,141456898707,439401235982
506,141543536900,597846892816
507,141558991309,191962597333
508,141615444212,772840786500
509,141731195007,877922108082
510,141760027218,456263622577
511,141843278611,118556878692
512,141854888617,881651622707
513,141901929110,990754393962
514,141940518102,678802938760
515,141993332901,325094470922
516,142219511313,282506619362
517,142240814714,703858885955
518,142307456100,838229992130
519,142310168008,857868033555
520,142358547130,536926000103
521,142402099713,744161145333
522,142429224602,561082228884
523,142432714416,958278320036
524,142448964115,672445180230
525,142631356916,980363384300
526,142637835816,239838186046
527,142675339108,175860680751
528,142677257907,576736430075
529,142740206310,402507495806
530,142780159418,185940878032
531,142856658503,801756182918
532,142903526911,115132067432
533,142992253815,543456517725
534,143326721705,907156018484
535,143350551302,447944186611
536,143568162909,100680487454
537,143727981703,467351278302
538,143743109919,370894954923
539,143760227809,793272661379
540,143774809015,352106933111
541,143788261615,559428111338
542,143814523100,581650324149
543,143824783112,658723065538
544,143845093704,223523583250
545,144092777903,829546367764
546,144110143001,406689891576
547,144301175403,643632459200
548,144315811402,790101315365
549,144345244020,386095351908
550,144529386714,679598515802
551,144540096306,686694562690
552,144569931013,560823934086
553,144614638402,761543425761
554,144627245718,949131194001
555,144835484070,568647003973
556,144864658406,684536955852
557,144867302900,401668279319
558,144986063712,259186636053
559,145065030615,148603833700
560,145099973915,665690445605
561,145171782202,266030225640
562,145278281001,328572739197
563,145584310403,140482098304
564,145588912203,650715180830
565,145642232619,339280623283
566,145653534160,906837105844
567,145678953201,980363384300
568,145930346403,313270777536
569,145943162301,347549911323
570,145998532115,529465031874
571,146006910060,133135124023
572,146079349206,176832700974
573,146186129115,184568807536
574,146278742901,252346498482
575,146420091905,243627017883
576,146479919712,201194812760
577,146485170308,912233464306
578,146597434400,913340168036
579,146641405310,232476030920
580,146688568903,270966746394
581,146731778506,835117766244
582,146881647500,904298439054
583,146956182118,338351156431
584,147002913130,416908394812
585,147032991117,337034433440
586,147087054305,326443397545
587,147159947817,824422573632
588,147273396090,762157940084
589,147292757703,460376185423
590,147368112800,276699247018
591,147442919170,739996455017
592,147644994803,635364783631
593,147656321310,355400246902
594,147680795417,619673390607
595,147681627809,273479658951
596,147719038106,817870447679
597,147788281611,964593982915
598,147834516616,772212223259
599,147841810918,950154251272
600,147854810515,392227311578
601,147884265200,178665706354
602,147946244518,674257834870
603,147983432406,835767449388
604,147993013402,579288715404
605,148026687908,283450988562
606,148158928612,766038600507
607,148255856918,504226875639
608,148334006814,434439459788
609,148411145903,766406698847
610,148529046050,178102503935
611,148582264116,400211107838
612,148711523116,348948067766
613,148728994008,858770549203
614,148787718918,381425264720
615,148897540100,847578210677
616,148930689818,385757535060
617,148996725706,557676042992
618,149097094710,790176009711
619,149113472501,954449245879
620,149235250409,232833506172
621,149266544708,432743641082
622,149329958130,779376277769
623,149370410215,457195251777
624,149521929113,540879830584
625,149535020160,573725202050
626,149767521617,688276188400
627,149878426702,576848021861
628,149975256505,387173716215
629,150009510060,467566346992
630,150012048314,888967347266
631,150080954404,384665863409
632,150236242080,163166421418
633,150247329604,365038273919
634,150307368609,320736253044
635,150422421904,472730324104
636,150531070917,296350509463
637,150617322503,914371890618
638,150744896116,395572671889
639,150802559210,193931556742
640,150803018012,260269806066
641,150878734806,565447457244
642,151108791104,796074062600
643,151151457417,857556034450
644,151154283608,976080994319
645,151201377510,640696478920
646,151459454709,616352719010
647,151486507407,229695582813
648,151523959518,459389544939
649,151589851409,883408069486
650,151701187718,881990369805
651,151764866811,766627766512
652,151933352109,946836761556
653,152002451413,204635885255
654,152033032009,398825819688
655,152033352019,834824114829
656,152092430304,147565298567
657,152237614050,564425160681
658,152412907710,724471656353
659,152485368616,781085688407
660,152562588607,349102432299
661,152601568603,717065165845
662,152659029911,974683747497
663,152747357707,297055044900
664,152842266407,400160952525
665,152849765020,554238096385
666,152915468703,523126888036
667,153054874311,857868033555
668,153149137414,790661211264
669,153211612404,447527589844
670,153223888602,134140431750
671,153514551814,173095015966
672,153595086916,752796960618
673,153603556318,516374294545
674,153614738200,143584798029
675,153664242408,174471722221
676,153672607401,529020575630
677,153700374104,505508123434
678,153711202208,428106859070
679,153801456909,266930581294
680,153841892113,315817591137
681,154058364805,690004743256
682,154268505812,188864931879
683,154294780000,142959374045
684,154336669208,503099993692
685,154340813210,718849166321
686,154354034303,427699899903
687,154362248513,173480605482
688,154390899515,698297943729
689,154395373614,721125546035
690,154533407114,243844928686
691,154946266603,762619564708
692,154960135105,172120053830
693,155067447160,466516973397
694,155315520413,979984170712
695,155336377070,883408069486
696,155380164108,204518896173
697,155471162015,352831324788
698,155625696203,439388065045
699,155785507915,676175923575
700,155796654915,372810878150
701,155819607160,398825819688
702,155883441030,897800548556
703,155987859609,733656259914
704,156003098809,428557458248
705,156101559804,541611768757
706,156109350917,774405534242
707,156114898412,186562630108
708,156257490600,635004618979
709,156295364905,465914422821
710,156310371410,637467916719
711,156418394202,366887302450
712,156528257312,227627760239
713,156537601214,766074739422
714,156598749317,880842938614
715,156636995419,229473768258
716,156675140011,829546367764
717,156696211713,676509290707
718,156752434701,915749464690
719,156871385015,315271651310
720,156902371110,684300272969
721,157056143310,335442401411
722,157228930414,718045789485
723,157254934811,692327265963
724,157392764006,388700950635
725,157576387217,761377435190
726,157686256404,316722240745
727,157832727050,423332213821
728,157891336917,620328125643
729,157927845213,631388617100
730,158033000307,353705198348
731,158291464314,772321604944
732,158385708118,950508877480
733,158405636805,293152114882
734,158429427114,356910019590
735,158497771207,640181503584
736,158561612919,420661984470
737,158572494703,805104646340
738,158597390014,216847398605
739,158834492017,101174402474
740,159089070917,979172635245
741,159188332719,952121286746
742,159225538509,296350509463
743,159233760718,212527870135
744,159278332804,485873068976
745,159374192002,385889378985
746,159383852505,453414096479
747,159386907306,409425288014
748,159458342010,910471171037
749,159513292919,403770358340
750,159595595019,553121696892
751,159655036319,118332537845
752,159795919517,901783354169
753,159829306108,722143793474
754,159895392712,381902266450
755,159943501010,462542524026
756,159984943814,296984255511
757,160186455809,383672610491
758,160208433405,201673658006
759,160260590014,326443397545
760,160307795517,939532042220
761,160437107304,846440239782
762,160578813114,911698555292
763,160678419609,305343721796
764,160702676600,370831751793
765,160747267913,623671869800
766,160757188303,906577088208
767,160992094702,460009119690
768,161012084911,175980625704
769,161015003013,306256431125
770,161131768304,572159068141
771,161192028513,261031391666
772,161204114206,692327265963
773,161305753306,618597723335
774,161334125110,841838178895
775,161371955112,908714877598
776,161424939113,707210970600
777,161608793219,826731100958
778,161625159702,505197134902
779,161712456040,292012299471
780,161765679804,706262895183
781,161793171019,839742363879
782,161884941050,283989845403
783,162034703614,607528478081
784,162121916212,668904778411
785,162152636107,408418994651
786,162275715114,807063131206
787,162485409150,933653544510
788,162491922517,869907790585
789,162601351912,466319014252
790,162634964706,718493650746
791,162765501803,242055374555
792,162785987311,514763353630
793,162936812100,762608171855
794,163050787150,403770358340
795,163309468206,944828600535
796,163319558020,117820403375
797,163355503006,536119960714
798,163603202207,174272118443
799,163657429413,293847767180
800,163767583911,770670825088
801,163774582500,715031534330
802,163808968115,418294755201
803,163830053808,604677166491
804,163836921802,521489841954
805,163848543204,827483003796
806,163867057213,685657886999
807,164039376219,270320256710
808,164250200215,915627209428
809,164399641500,538136842551
810,164505548305,819342755750
811,164534405814,561934508086
812,164553519804,134412453357
813,164651545606,164394758044
814,164735969170,285084074350
815,164761205517,774405534242
816,164984511504,626744087912
817,165004571500,459845639988
818,165142716717,674318400517
819,165277934412,729352451324
820,165324250011,264423797008
821,165346028705,352831324788
822,165391380600,651056629089
823,165592480406,468053061587
824,165626425404,181740076163
825,165672734404,724471656353
826,165704693612,916637622750
827,165750223000,840149392066
828,165793333502,303910168160
829,165905311809,274181415916
830,165931795906,865445001505
831,166021285506,339822568996
832,166088583005,907141820830
833,166307370507,924836713494
834,166356489200,627769447837
835,166413916703,505283434541
836,166430896310,262639280994
837,166458234212,505238470592
838,166797349700,115182444213
839,166841270619,596849959862
840,166906723200,886807871040
841,166924593806,352570280934
842,166970202709,771720791726
843,167151722515,744201534430
844,167164917100,705747607932
845,167248031017,210225625526
846,167291152703,137606031944
847,167384400307,402406889564
848,167407708717,962885690344
849,167485548017,210225625526
850,167544079909,898071465490
851,167559897060,619789204917
852,167591335606,781001124817
853,167669249104,474040566374
854,167795673114,782251253577
855,167852014600,548073995800
856,167964597707,981190233602
857,168138871302,815772549569
858,168158944005,637183553991
859,168233862512,178665706354
860,168368218115,871786166615
861,168476047711,793194753970
862,168579520412,762608171855
863,168772832070,401195477807
864,168963045807,967982905267
865,168963371717,759251727490
866,169036367206,358960417398
867,169065624702,183238205235
868,169150025319,111868339251
869,169338213814,339646349486
870,169340963302,944041697160
871,169387593112,679886052313
872,169467319201,798708428773
873,169533293602,349911931262
874,170023030209,644818562724
875,170044156006,443114352930
876,170137978815,817836821216
877,170234798510,826731100958
878,170250436209,451405842424
879,170270854205,675181614571
880,170383260301,797080262722
881,170420649307,721746404717
882,170580164316,202586350385
883,170726510812,801295640447
884,170732120140,631890533210
885,170816058306,182365089228
886,170997892309,355096218976
887,171027361907,417535845136
888,171176495905,531521412763
889,171300917808,461126825441
890,171304674217,826977765131
891,171333903208,143584798029
892,171547025213,134034268525
893,171632808006,500647653382
894,171689619700,205276352981
895,171767455509,771009141976
896,171780622702,287265679227
897,171782771414,805104646340
898,171825195902,462997421204
899,171902674403,924938172310
900,171908838304,805104646340
901,171936817418,999065644869
902,172061969501,106036198731
903,172225770610,886143612682
904,172401060201,194171094958
905,172404457409,248560895315
906,172405752300,496880767068
907,172447963702,514763353630
908,172474238609,240584021465
909,172503233903,917109698948
910,172563829119,129893255449
911,172605587211,461130053831
912,172632594516,761070306373
913,172843308012,625300901663
914,172877981417,531243552005
915,172927500106,507284627715
916,172945068005,835767449388
917,172949133600,549100918761
918,172980393411,237328248043
919,173070131801,107997459082
920,173224464615,251983260718
921,173472399005,202602676097
922,173489931600,232596172740
923,173574372011,583428464810
924,173609428801,646945911682
925,173696528112,722844968572
926,173829874701,624435957903
927,174012442713,450467898965
928,174020702505,567765641776
929,174159743313,304024875301
930,174176498302,774557953954
931,174273599150,427158744380
932,174310468417,660561929475
933,174479156104,306373990150
934,174526227418,251613974872
935,174598092300,464257588222
936,174600084180,326397391600
937,174793031105,360404476845
938,174795877013,521079215573
939,175039582515,874584036103
940,175126702801,857166353832
941,175145065407,339367857146
942,175226788109,348948067766
943,175247721501,392514426176
944,175261744915,223618349700
945,175295839008,255150580425
946,175303800814,111517325330
947,175305934615,789954558757
948,175350342316,755374770804
949,175382409107,846440239782
950,175417801714,401068255610
951,175487067407,573145600612
952,175552424408,468108636350
953,175605169716,416086391650
954,175637943612,764469437992
955,175644500113,460920371230
956,175658599700,830347879685
957,175804008505,597700427272
958,175845864701,202368477512
959,175859741712,160461022719
960,175914822105,900965856544
961,175953553207,864989941234
962,176137248419,910875277619
963,176217360100,680760118287
964,176274052018,998571361857
965,176418734109,912726787345
966,176434590514,686389825928
967,176582052315,565255387953
968,176632000907,349384257087
969,176681237409,491744748787
970,176714748714,249699768265
971,176862922013,844477942656
972,176979377107,755340179761
973,177147724800,702899384300
974,177240476417,318012387943
975,177288104106,953145608562
976,177475374719,644795591683
977,177499093105,662819608598
978,177546776602,496568977408
979,177604329202,875591302317
980,177625852710,241956764100
981,177804380110,193509092966
982,177833666605,439210638760
983,178072510610,677280355560
984,178101504419,385836249081
985,178256722414,193291030400
986,178502358413,700481565392
987,178576568707,154495051688
988,178586723180,526925062266
989,178726876401,142299109862
990,178768803907,715415272120
991,178915774118,310908411610
992,178936665405,380395267044
993,179201966611,771518162245
994,179294273704,486807430521
995,179365995707,524235908223
996,179444423207,297544475825
997,179521671302,138571045313
998,179641926904,727470535299
999,179686452419,571497959934
1000,179784449509,792925544623
1001,179861780309,969738010706
1002,179974548170,348693847765
1003,180095809917,766606636384
1004,180219368903,380395267044
1005,180257868918,137117322088
1006,180302984050,917615936461
1007,180365166912,392227311578
1008,180409841100,398435364500
1009,180463773413,301419802878
1010,180558708719,117202038490
1011,180613695606,975175489439
1012,180661052408,726445957793
1013,180698664705,425693804207
1014,180783825414,604279170287
1015,180811417519,108397963520
1016,180851546114,142778131915
1017,180856496615,101559921902
1018,181051367810,438568145531
1019,181052213509,616069039647
1020,181223134519,772840786500
1021,181393361115,989691708138
1022,181480409217,329493484057
1023,181509389613,947382571811
1024,181538171303,588514433046
1025,181666656117,112768695970
1026,181721379170,921175392134
1027,181787678907,488187841204
1028,181842551408,857332913941
1029,181955713050,125665735386
1030,181988863410,745115797510
1031,182082501601,767029787982
1032,182112143101,649136917990
1033,182521291101,937944607384
1034,182724938802,813197811378
1035,182736220404,161318028262
1036,182739803911,234191348963
1037,182770415301,415688915925
1038,182824730819,147494991073
1039,182885770111,892114318866
1040,183004274613,869907790585
1041,183050032708,947378045557
1042,183159351208,146611682480
1043,183355613709,281906827782
1044,183379539210,724471656353
1045,183391146718,952434293151
1046,183439791014,960674243357
1047,183618819504,954038071367
1048,183644316913,174230637842
1049,183685514818,149610792301
1050,183745843180,494138008956
1051,183786577110,205372715065
1052,183822404919,880887116130
1053,183883661715,220114967848
1054,183894755815,271180750498
1055,183910826508,128210482042
1056,183993181817,985609078948
1057,184024951909,136514175036
1058,184104571114,252634963841
1059,184291542309,421113542053
1060,184403121116,561934508086
1061,184514843814,883443309559
1062,184542557716,946217443521
1063,184582669313,390184160589
1064,184635021403,118332537845
1065,184638920150,201131323144
1066,184689315700,425693804207
1067,184705160000,726591267208
1068,184739882519,418707042036
1069,184815548802,284862495870
1070,184950473603,594300703716
1071,184967631715,370707534009
1072,185059803808,519373746531
1073,185109192040,853243822497
1074,185356911915,625956140335
1075,185502642090,542363116636
1076,185619235618,309291393059
1077,185650892309,583108650769
1078,185668927516,454452293140
1079,185671155007,792042917051
1080,185819792809,860046384910
1081,185980638817,640430047988
1082,186522841612,176373286489
1083,186535755813,300820451126
1084,186569136909,240987469315
1085,186606099802,292747029679
1086,186631293206,402527921787
1087,186742156100,795063097340
1088,186918027705,106274956521
1089,187059833215,976590914459
1090,187186903605,787929051623
1091,187229305160,463420603148
1092,187353842105,970255430383
1093,187450233702,620884026771
1094,187499219101,712281851526
1095,187532822018,725154870758
1096,187537067316,296350509463
1097,187681303217,584775813072
1098,187731262704,703688013950
1099,187819357910,443554097100
1100,187954271402,225482555544
1101,187993598316,115147367863
1102,188226477007,427220123792
1103,188344309004,947741174876
1104,188427786300,693745110100
1105,188476082710,240672509858
1106,188530596713,967697287670
1107,188560045716,877516947520
1108,188573238700,183545440511
1109,188730319802,122444448603
1110,188768002708,117513123362
1111,188773482110,841237392977
1112,188996259119,186726080670
1113,189062013716,750469590580
1114,189213925017,418410720959
1115,189329276615,428575130433
1116,189358242918,927352865193
1117,189420166212,761070306373
1118,189440208218,414560565131
1119,189466127305,881559318595
1120,189642558301,331361301292
1121,189766076019,932834707345
1122,189802723812,406486842902
1123,189826381105,182365089228
1124,189856417911,202368477512
1125,189875551016,246791606798
1126,189908581402,498326322368
1127,190080366709,304028785933
1128,190115659104,712337536406
1129,190248365104,887595440811
1130,190396967411,697326018923
1131,190445798910,651076418482
1132,190480459219,127836492738
1133,190490606118,272539556804
1134,190537446201,966570395553
1135,190557432000,146154761653
1136,190630186401,164774032970
1137,190778813511,189436074497
1138,191104853308,948571518480
1139,191177721011,802258882053
1140,191298113618,642365587218
1141,191321472207,380500814503
1142,191349154719,185837533904
1143,191470867208,495059807744
1144,191655279803,134412453357
1145,191790110515,774557953954
1146,192022039717,164394758044
1147,192022577116,837895141759
1148,192118111815,306796326021
1149,192381480919,645818893340
1150,192450029518,637447816292
1151,192467554600,836271158173
